AD,election_district,pct_reported,zohran_kwame_mamdani,scott_m_stringer,selma_k_bartholomew,zellnor_myrie,adrienne_e_adams,andrew_m_cuomo,jessica_ramos,whitney_r_tilson,michael_blake,brad_lander,paperboy_love_prince,write_in
AD85-2,ED 65,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 66,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 67,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 68,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 69,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 70,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 71,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 72,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 73,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 74,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 75,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 76,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 77,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 78,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 79,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 80,99,0,0,0,0,0,0,0,0,0,0,0,0
AD85-2,ED 81,99,0,0,0,0,0,0,0,0,0,0,0,0
AD86-2,ED 1,57.14,16,1,0,0,2,39,1,0,0,0,0,0
AD86-2,ED 2,57.14,17,0,0,0,4,39,1,0,0,0,0,0
AD86-2,ED 3,57.14,3,0,0,0,0,5,0,0,0,0,0,0
AD86-2,ED 4,57.14,15,0,0,0,3,39,3,0,0,0,0,0
AD86-2,ED 5,99,39,2,0,1,9,105,2,0,2,1,1,0
AD86-2,ED 6,50,11,0,1,0,1,18,0,1,0,0,1,0
AD86-2,ED 7,50,7,1,0,3,4,24,0,0,0,0,0,0
AD86-2,ED 8,99,44,1,0,0,10,97,3,0,1,1,0,0
AD86-2,ED 9,99,80,1,3,0,11,136,9,1,2,3,0,0
AD86-2,ED 10,99,65,1,1,0,10,138,2,0,1,1,0,0
AD86-2,ED 11,99,48,0,1,0,10,101,1,2,2,2,0,0
AD86-2,ED 12,99,65,1,0,1,5,98,1,1,1,3,0,0
AD86-2,ED 13,99,72,2,0,1,4,108,4,0,0,1,0,0
AD86-2,ED 14,99,52,0,0,1,5,87,2,0,1,0,0,0
AD86-2,ED 15,99,44,2,0,1,5,63,2,0,2,2,0,0
AD86-2,ED 16,99,87,4,0,2,11,86,1,0,1,3,1,0
AD86-2,ED 17,99,27,2,0,0,4,60,0,1,0,0,0,0
AD86-2,ED 18,99,65,0,0,1,5,84,1,0,0,1,0,0
AD86-2,ED 19,99,42,2,2,1,1,90,2,0,1,1,0,0
AD86-2,ED 20,99,49,0,0,0,6,79,1,0,2,0,0,2
AD86-2,ED 21,99,44,4,0,0,5,76,1,0,1,0,0,0
AD86-2,ED 22,99,43,1,0,0,7,54,2,0,0,2,0,0
AD86-2,ED 23,99,38,1,0,0,2,63,1,0,2,0,0,0
AD86-2,ED 24,99,35,1,1,0,6,82,1,0,0,3,0,0
AD86-2,ED 25,99,44,0,1,0,2,78,1,1,0,1,0,0
AD86-2,ED 26,99,55,1,0,0,5,109,2,0,1,5,0,0
AD86-2,ED 27,99,43,2,0,0,4,84,1,0,1,1,0,0
AD86-2,ED 28,99,53,1,0,3,8,74,3,0,1,2,0,0
AD86-2,ED 29,99,68,1,0,0,3,67,3,0,1,4,0,0
AD86-2,ED 30,99,73,1,0,2,8,71,2,0,0,1,0,0
AD86-2,ED 31,99,42,3,0,0,6,90,1,0,0,0,0,0
AD86-2,ED 32,99,27,2,0,0,10,73,1,0,0,2,1,0
AD86-2,ED 33,99,41,0,1,2,12,82,1,0,0,2,0,0
AD86-2,ED 34,99,34,0,1,0,4,72,1,0,0,1,1,0
AD86-2,ED 35,99,19,0,0,0,1,27,0,0,1,0,0,1
AD86-2,ED 36,99,39,0,0,0,3,51,1,0,1,2,0,0
AD86-2,ED 37,99,31,1,0,0,4,84,2,0,6,3,1,0
AD86-2,ED 38,99,46,0,0,0,10,89,0,0,1,2,0,0
AD86-2,ED 39,99,38,0,0,0,2,56,2,0,4,1,0,0
AD86-2,ED 40,99,36,1,0,0,4,57,0,0,0,0,0,0
AD86-2,ED 41,99,47,0,2,0,2,79,1,0,1,0,0,0
AD86-2,ED 42,99,51,0,0,2,8,100,2,0,1,0,0,0
AD86-2,ED 43,99,46,1,1,0,1,80,1,0,1,2,0,0
AD86-2,ED 44,99,31,0,0,0,4,96,1,0,1,1,0,1
AD86-2,ED 45,99,7,0,0,0,0,14,0,0,0,0,0,0
AD86-2,ED 46,99,41,1,0,0,2,72,2,0,1,1,0,0
AD86-2,ED 47,99,41,0,0,2,9,64,1,0,1,0,1,0
AD86-2,ED 48,99,37,2,0,2,4,51,0,0,0,1,0,0
AD86-2,ED 49,99,69,4,1,1,9,113,1,0,3,2,2,0
AD86-2,ED 50,99,59,2,0,1,5,126,2,1,2,2,0,0
AD86-2,ED 51,99,0,0,0,0,0,0,0,0,0,0,0,0
AD86-2,ED 52,99,0,0,0,0,0,0,0,0,0,0,0,0
AD87-2,ED 1,99,45,1,0,0,3,87,2,0,1,2,0,0
AD87-2,ED 2,50,6,0,0,0,1,8,0,0,0,0,0,0
AD87-2,ED 3,99,29,0,0,0,5,63,1,0,0,0,0,0
AD87-2,ED 4,99,50,0,0,0,4,79,0,0,1,0,0,0
AD87-2,ED 5,99,56,1,0,1,8,105,0,0,0,1,0,1
AD87-2,ED 6,50,6,0,0,0,1,5,0,0,0,0,0,0
AD87-2,ED 7,50,11,0,1,0,2,15,0,0,0,0,0,0
AD87-2,ED 8,99,87,1,0,0,3,32,0,0,1,3,0,0
AD87-2,ED 9,99,75,0,0,3,7,100,1,0,2,2,1,0
AD87-2,ED 10,99,48,0,1,1,8,74,0,0,0,1,0,0
AD87-2,ED 11,99,75,1,0,2,7,71,0,0,0,4,0,0
AD87-2,ED 12,99,67,4,0,1,9,78,2,0,1,7,0,0
AD87-2,ED 13,99,106,1,0,1,6,84,0,0,0,4,0,0
AD87-2,ED 14,99,127,2,0,0,15,95,0,0,4,3,0,0
AD87-2,ED 15,99,86,9,0,0,26,176,0,0,4,4,0,1
AD87-2,ED 16,99,83,5,1,0,14,125,4,0,3,3,1,0
AD87-2,ED 17,99,72,2,0,0,9,105,0,1,3,1,1,0
AD87-2,ED 18,99,108,4,1,1,28,168,5,0,4,5,0,0
AD87-2,ED 19,99,80,3,0,0,21,159,1,1,0,2,1,0
AD87-2,ED 20,99,76,4,0,2,13,130,0,0,4,7,0,0
AD87-2,ED 21,99,101,4,1,1,17,124,2,1,3,2,0,1
AD87-2,ED 22,99,100,2,1,1,19,149,0,1,4,8,1,0
AD87-2,ED 23,99,172,1,1,1,15,153,1,0,3,2,0,2
AD87-2,ED 24,99,148,6,0,0,25,112,3,0,4,6,0,2
AD87-2,ED 25,99,147,2,0,4,16,131,1,1,1,6,0,0
AD87-2,ED 26,99,135,3,0,2,10,123,3,0,1,13,0,0
AD87-2,ED 27,99,186,0,0,0,5,59,1,1,2,5,1,0
AD87-2,ED 28,99,115,0,0,0,2,55,0,1,0,2,0,0
AD87-2,ED 29,99,130,0,0,1,4,67,0,0,1,5,0,0
AD87-2,ED 30,99,160,3,0,0,3,84,3,0,0,0,1,1
AD87-2,ED 31,99,142,3,0,0,4,65,1,0,0,2,0,0
AD87-2,ED 32,99,104,3,1,1,3,57,0,0,1,5,0,1
AD87-2,ED 33,99,3,0,0,0,0,3,0,0,0,0,0,0
AD87-2,ED 34,99,64,1,0,3,7,147,0,0,2,1,0,0
AD87-2,ED 35,99,50,0,0,1,11,83,0,0,3,2,0,1
AD87-2,ED 36,99,9,0,0,0,0,13,0,0,0,0,0,0
AD87-2,ED 37,99,60,1,1,1,15,89,0,0,0,2,0,0
AD87-2,ED 38,99,84,0,0,0,10,76,0,0,1,2,0,2
AD87-2,ED 39,99,145,0,0,2,4,51,1,0,1,3,0,2
AD87-2,ED 40,99,103,0,2,1,3,64,1,0,1,2,1,0
AD87-2,ED 41,99,105,0,0,0,0,55,3,1,0,1,0,0
AD87-2,ED 42,99,126,1,0,2,10,82,0,0,0,5,0,0
AD87-2,ED 43,99,121,4,1,0,16,88,1,1,1,3,0,0
AD87-2,ED 44,99,106,0,0,1,5,60,0,0,1,0,0,0
AD87-2,ED 45,99,105,2,2,1,4,66,1,1,0,0,0,0
AD87-2,ED 46,85.71,27,3,0,0,18,113,1,0,3,2,0,0
AD87-2,ED 47,85.71,59,2,1,0,3,76,1,0,1,1,0,0
AD87-2,ED 48,85.71,62,3,0,1,6,93,1,0,3,0,0,0
AD87-2,ED 49,99,50,2,0,3,28,201,4,0,4,2,0,4
AD87-2,ED 50,99,29,2,1,0,7,68,2,0,0,0,0,0
AD87-2,ED 51,85.71,24,0,0,1,7,56,1,0,1,3,0,0
AD87-2,ED 52,99,24,0,0,1,4,61,0,0,1,2,0,0
AD87-2,ED 53,99,0,0,0,0,0,0,0,0,0,0,0,0
AD87-2,ED 54,99,0,0,0,0,0,0,0,0,0,0,0,0
AD87-2,ED 55,99,0,0,0,0,0,0,0,0,0,0,0,0
AD41-3,ED 1,99,65,2,0,2,17,201,1,0,2,4,1,0
AD41-3,ED 2,99,76,2,4,8,14,142,1,0,4,2,1,0
AD41-3,ED 3,99,30,0,0,4,7,128,1,0,1,5,0,0
AD41-3,ED 4,99,132,7,0,6,24,210,1,1,2,22,0,1
AD41-3,ED 5,99,85,2,0,0,16,94,1,0,2,5,0,0
AD41-3,ED 6,99,101,0,2,7,13,115,0,0,3,2,0,0
AD41-3,ED 7,99,87,7,1,1,27,152,3,0,2,3,0,1
AD41-3,ED 8,99,67,0,1,4,26,129,3,0,2,6,0,0
AD41-3,ED 9,99,68,2,1,5,27,186,0,1,1,3,0,0
AD41-3,ED 10,99,63,2,0,1,13,135,1,0,3,3,0,0
AD41-3,ED 11,99,90,3,1,9,23,194,0,2,4,8,1,0
AD41-3,ED 12,99,42,4,0,0,10,126,0,2,1,4,0,0
AD41-3,ED 13,99,45,3,1,2,11,92,0,1,0,2,0,0
AD41-3,ED 14,99,19,3,0,0,4,353,0,0,0,3,0,0
AD41-3,ED 15,99,23,1,0,0,1,89,0,0,0,0,0,0
AD41-3,ED 16,99,35,3,0,1,7,89,0,0,1,9,0,1
AD41-3,ED 17,99,90,1,0,2,9,101,0,1,1,3,0,0
AD41-3,ED 18,99,59,1,0,2,13,139,2,0,0,1,0,1
AD41-3,ED 19,99,84,2,0,4,20,126,1,0,2,9,0,1
AD41-3,ED 20,99,27,3,0,0,1,229,0,1,0,7,0,1
AD41-3,ED 21,99,43,4,0,1,5,86,1,3,2,9,0,0
AD41-3,ED 22,99,53,4,0,3,1,74,0,0,0,7,0,0
AD41-3,ED 23,83.33,28,1,0,3,3,190,0,1,1,13,0,0
AD41-3,ED 24,83.33,48,4,0,2,6,131,0,1,0,10,1,0
AD41-3,ED 25,83.33,56,4,0,1,1,130,0,4,1,10,0,0
AD41-3,ED 26,99,82,1,0,2,4,146,1,2,0,17,0,0
AD41-3,ED 27,99,77,8,0,1,4,127,0,4,1,13,1,0
AD41-3,ED 28,99,22,7,0,2,5,130,0,1,0,13,1,2
AD41-3,ED 29,99,17,2,0,1,0,208,0,2,0,3,0,0
AD41-3,ED 30,99,17,5,0,0,1,240,0,1,0,7,0,0
AD41-3,ED 31,99,13,1,0,5,4,103,1,0,0,6,0,0
AD41-3,ED 32,99,59,5,0,3,8,186,0,2,0,7,1,0
AD41-3,ED 33,99,44,5,0,4,6,273,0,2,3,11,0,3
AD41-3,ED 34,99,76,4,1,4,5,198,3,5,0,15,2,0
AD41-3,ED 35,99,41,2,0,0,2,242,1,3,0,9,0,0
AD41-3,ED 36,99,23,1,0,0,3,108,0,1,1,3,0,1
AD41-3,ED 37,99,36,9,0,0,2,56,0,4,0,4,0,0
AD41-3,ED 38,99,23,3,0,0,2,19,0,1,0,3,0,0
AD41-3,ED 39,99,10,7,0,1,3,48,1,1,0,2,0,0
AD41-3,ED 40,83.33,34,8,0,0,0,90,0,0,0,6,0,1
AD41-3,ED 41,83.33,17,4,0,1,1,190,0,5,0,5,1,1
AD41-3,ED 42,99,55,9,0,0,3,78,0,0,0,8,1,0
AD41-3,ED 43,99,52,16,0,0,2,75,1,1,0,12,0,0
AD41-3,ED 44,99,51,9,0,2,4,54,0,1,1,7,0,1
AD41-3,ED 45,99,46,9,0,0,10,90,0,4,1,12,0,0
AD41-3,ED 46,99,35,14,0,2,1,38,1,1,0,6,0,2
AD41-3,ED 47,99,63,37,0,1,4,49,2,0,1,11,2,0
AD41-3,ED 48,99,54,11,0,2,3,93,0,4,2,25,0,2
AD41-3,ED 49,99,26,14,0,4,9,100,0,0,1,1,0,0
AD41-3,ED 50,99,39,0,1,1,6,69,1,0,0,1,0,0
AD41-3,ED 51,99,23,0,0,4,6,46,0,0,0,3,0,1
AD41-3,ED 52,99,58,26,0,2,12,120,1,5,5,26,0,0
AD41-3,ED 53,99,38,3,0,1,2,29,0,0,0,3,1,0
AD41-3,ED 54,99,16,3,0,0,1,168,0,1,0,5,0,0
AD41-3,ED 55,99,42,6,0,0,3,72,0,2,0,5,0,0
AD41-3,ED 56,99,76,4,0,0,1,70,1,2,2,6,0,5
AD41-3,ED 57,99,49,0,0,1,0,47,0,1,0,5,0,0
AD41-3,ED 58,99,48,11,0,0,4,96,1,1,1,16,0,0
AD41-3,ED 59,99,13,1,0,0,2,32,0,1,0,2,0,0
AD41-3,ED 60,99,17,5,0,0,4,47,0,1,0,5,0,0
AD41-3,ED 61,99,37,9,0,1,4,72,0,3,2,14,0,1
AD41-3,ED 62,99,12,1,0,1,2,89,0,1,1,2,0,2
AD41-3,ED 63,99,44,3,0,0,4,52,0,1,0,11,2,0
AD41-3,ED 64,99,52,3,0,0,5,71,1,2,0,13,0,0
AD41-3,ED 65,99,26,3,0,1,3,44,0,0,0,3,0,0
AD41-3,ED 66,99,20,3,0,1,2,40,0,0,1,2,0,0
AD41-3,ED 67,99,25,5,0,0,0,41,1,0,2,5,0,0
AD41-3,ED 68,99,12,1,0,3,2,25,0,0,0,0,0,0
AD41-3,ED 69,99,10,3,0,0,2,32,0,1,0,1,0,0
AD41-3,ED 70,99,0,0,0,0,0,0,0,0,0,0,0,0
AD41-3,ED 71,99,0,0,0,0,0,0,0,0,0,0,0,0
AD42-3,ED 1,99,22,0,0,0,1,3,0,0,0,2,1,0
AD42-3,ED 2,99,179,4,0,9,12,91,2,2,2,47,0,0
AD42-3,ED 3,99,322,2,1,6,17,91,0,0,3,64,1,0
AD42-3,ED 4,99,295,3,0,9,21,89,0,1,2,32,0,0
AD42-3,ED 5,99,258,2,0,1,13,101,0,1,1,30,0,0
AD42-3,ED 6,99,302,0,0,9,8,114,1,3,3,56,0,0
AD42-3,ED 7,99,290,0,2,4,13,129,3,1,1,24,0,1
AD42-3,ED 8,99,118,3,0,2,3,78,1,1,1,4,0,0
AD42-3,ED 9,99,193,1,1,3,15,127,0,0,3,8,0,1
AD42-3,ED 10,99,126,2,2,8,17,200,0,0,2,11,0,1
AD42-3,ED 11,99,257,8,0,11,14,117,1,1,0,44,2,0
AD42-3,ED 12,99,211,5,0,11,8,141,2,0,3,17,0,0
AD42-3,ED 13,99,244,1,0,16,12,147,2,1,3,19,0,0
AD42-3,ED 14,99,167,3,0,3,9,121,1,0,1,26,1,0
AD42-3,ED 15,99,199,2,1,6,21,136,0,0,4,14,0,2
AD42-3,ED 16,99,154,2,0,3,21,112,0,3,2,11,1,0
AD42-3,ED 17,99,139,1,1,2,14,116,0,1,4,16,0,0
AD42-3,ED 18,99,130,1,1,1,12,95,0,0,1,13,0,1
AD42-3,ED 19,99,224,6,0,5,14,96,0,0,3,63,0,1
AD42-3,ED 20,99,179,3,1,1,14,133,1,1,2,27,0,0
AD42-3,ED 21,99,193,1,1,3,16,128,1,0,3,21,1,1
AD42-3,ED 22,99,286,10,0,3,13,94,1,0,3,59,0,1
AD42-3,ED 23,99,185,4,3,6,22,157,2,0,1,43,1,1
AD42-3,ED 24,99,177,1,0,3,17,124,0,1,2,39,0,2
AD42-3,ED 25,99,179,1,0,5,13,125,1,0,2,11,1,1
AD42-3,ED 26,99,213,6,1,8,20,103,0,2,3,112,2,0
AD42-3,ED 27,99,54,6,0,5,6,23,0,2,0,32,1,0
AD42-3,ED 28,99,268,4,1,11,17,128,2,2,2,69,1,0
AD42-3,ED 29,99,177,1,0,3,7,119,0,1,2,11,0,0
AD42-3,ED 30,99,108,2,0,2,10,88,1,0,0,15,0,0
AD42-3,ED 31,99,78,3,2,3,9,114,0,0,1,4,0,0
AD42-3,ED 32,99,106,3,0,2,17,129,2,0,1,10,0,0
AD42-3,ED 33,99,93,2,0,7,7,125,2,1,2,8,0,1
AD42-3,ED 34,99,62,2,3,0,5,87,2,0,0,6,0,0
AD42-3,ED 35,99,86,2,0,6,15,123,0,0,1,2,0,0
AD42-3,ED 36,99,138,1,1,7,15,127,0,0,3,18,0,1
AD42-3,ED 37,99,109,4,1,6,17,157,1,1,1,4,0,0
AD42-3,ED 38,99,109,2,0,7,15,150,0,0,0,11,0,0
AD42-3,ED 39,99,84,2,0,5,12,155,0,0,1,11,0,2
AD42-3,ED 40,99,61,1,1,4,13,141,0,1,2,1,0,1
AD42-3,ED 41,99,160,3,0,7,19,151,2,6,2,115,1,3
AD42-3,ED 42,99,155,5,0,6,23,77,0,1,2,43,0,0
AD42-3,ED 43,99,124,3,0,9,22,149,1,3,4,8,0,1
AD42-3,ED 44,99,71,2,0,1,6,99,0,0,0,3,0,1
AD42-3,ED 45,99,128,3,1,7,11,77,0,3,2,28,0,2
AD42-3,ED 46,99,97,3,0,7,17,91,0,0,0,6,0,0
AD42-3,ED 47,99,130,2,0,5,15,158,0,0,4,17,0,0
AD42-3,ED 48,99,203,1,1,4,4,51,0,2,3,34,0,1
AD42-3,ED 49,99,214,9,0,4,10,154,2,3,2,51,0,1
AD42-3,ED 50,99,113,4,1,5,9,155,2,0,0,17,1,1
AD42-3,ED 51,99,76,0,0,1,9,103,1,0,2,6,1,1
AD42-3,ED 52,99,34,4,0,0,1,258,2,0,0,7,0,1
AD42-3,ED 53,99,83,1,0,1,13,240,1,1,2,8,0,0
AD42-3,ED 54,99,3,1,0,0,2,450,0,2,0,5,0,0
AD42-3,ED 55,99,60,0,0,2,7,184,1,5,2,4,2,1
AD42-3,ED 56,99,69,3,1,6,7,172,2,1,2,6,0,0
AD42-3,ED 57,99,9,2,0,1,3,417,0,1,0,10,0,0
AD42-3,ED 58,99,26,6,0,4,7,393,0,4,0,6,0,0
AD42-3,ED 59,99,0,0,0,0,0,0,0,0,0,0,0,0
AD43-3,ED 1,99,405,3,0,5,8,55,0,2,1,41,1,0
AD43-3,ED 2,99,324,0,1,16,24,84,1,0,2,34,0,0
AD43-3,ED 3,99,347,4,0,14,19,64,1,0,0,38,0,2
AD43-3,ED 4,99,249,2,0,5,23,126,1,0,3,13,1,0
AD43-3,ED 5,99,254,1,0,9,15,43,0,1,1,23,0,0
AD43-3,ED 6,99,190,5,2,4,24,95,0,1,2,23,0,0
AD43-3,ED 7,99,119,3,2,7,18,127,2,1,0,4,0,2
AD43-3,ED 8,99,211,1,0,6,26,61,1,0,1,38,2,0
AD43-3,ED 9,99,86,4,3,2,13,69,1,0,1,12,0,0
AD43-3,ED 10,99,453,1,0,12,7,53,0,2,1,61,3,0
AD43-3,ED 11,99,269,3,1,17,21,57,2,1,0,66,0,2
AD43-3,ED 12,99,164,2,0,7,19,91,2,1,1,51,0,1
AD43-3,ED 13,99,154,5,1,9,11,213,2,2,0,19,0,4
AD43-3,ED 14,99,162,1,0,6,12,82,0,0,3,9,0,1
AD43-3,ED 15,99,122,0,0,7,16,151,0,0,2,9,0,0
AD43-3,ED 16,99,159,2,0,7,13,101,0,0,0,8,0,1
AD43-3,ED 17,99,126,1,1,3,16,106,0,0,0,6,1,0
AD43-3,ED 18,99,278,0,0,8,7,125,0,0,1,39,0,0
AD43-3,ED 19,99,206,7,0,16,21,177,0,1,2,30,1,1
AD43-3,ED 20,99,117,5,0,6,26,277,0,3,2,14,0,0
AD43-3,ED 21,99,36,1,0,6,15,244,0,1,0,5,0,0
AD43-3,ED 22,99,75,3,0,11,11,269,0,5,3,6,0,2
AD43-3,ED 23,99,112,0,0,8,16,149,1,2,2,10,0,1
AD43-3,ED 24,99,61,1,0,3,3,149,3,1,2,2,0,1
AD43-3,ED 25,99,51,2,0,6,9,165,1,1,0,2,1,0
AD43-3,ED 26,99,17,0,0,3,2,199,0,0,0,0,0,1
AD43-3,ED 27,99,98,2,0,5,8,251,1,1,2,9,2,1
AD43-3,ED 28,99,18,0,0,4,3,220,0,4,0,4,0,1
AD43-3,ED 29,99,173,2,1,13,12,186,1,2,1,25,0,0
AD43-3,ED 30,99,237,6,0,15,9,194,0,1,0,31,0,2
AD43-3,ED 31,88.89,252,1,0,16,28,99,0,2,1,47,2,0
AD43-3,ED 32,88.89,198,5,0,11,20,67,1,1,1,33,3,0
AD43-3,ED 33,99,300,1,1,20,15,103,1,0,3,47,0,0
AD43-3,ED 34,99,202,4,1,14,10,170,1,1,0,17,0,0
AD43-3,ED 35,80,121,2,0,18,8,119,1,0,2,10,0,0
AD43-3,ED 36,88.89,252,1,0,13,9,82,0,0,2,45,0,0
AD43-3,ED 37,88.89,369,2,0,14,21,74,0,0,1,70,0,1
AD43-3,ED 38,99,281,10,2,33,26,79,1,1,3,80,0,0
AD43-3,ED 39,99,179,2,1,22,37,113,0,0,4,98,0,0
AD43-3,ED 40,99,255,6,1,7,21,126,0,0,1,21,1,0
AD43-3,ED 41,99,236,5,1,14,11,134,0,4,2,24,0,0
AD43-3,ED 42,99,270,3,1,14,16,91,0,0,2,31,0,0
AD43-3,ED 43,99,113,2,0,8,12,219,3,4,3,18,0,1
AD43-3,ED 44,99,65,3,0,10,12,221,1,1,2,5,1,0
AD43-3,ED 45,99,56,3,1,5,9,200,1,0,2,7,1,0
AD43-3,ED 46,99,51,2,2,10,12,186,1,0,0,2,0,1
AD43-3,ED 47,99,67,11,2,4,29,165,0,0,3,4,0,1
AD43-3,ED 48,99,10,0,0,2,1,31,0,0,0,1,0,0
AD43-3,ED 49,99,39,3,0,8,16,116,0,1,1,0,0,0
AD43-3,ED 50,99,55,0,0,2,2,61,0,1,2,4,0,0
AD43-3,ED 51,99,49,0,0,7,8,117,0,1,2,0,0,0
AD43-3,ED 52,99,77,2,0,13,26,171,1,0,1,6,0,0
AD43-3,ED 53,99,318,3,0,15,9,101,1,1,1,46,2,0
AD43-3,ED 54,99,362,3,0,22,9,99,0,1,0,49,0,0
AD43-3,ED 55,99,203,1,3,13,14,85,1,0,1,42,1,1
AD43-3,ED 56,99,313,3,0,16,11,101,1,0,1,56,1,1
AD43-3,ED 57,99,353,3,0,21,17,129,0,0,3,42,1,0
AD43-3,ED 58,99,271,3,1,17,18,110,0,0,1,27,0,1
AD43-3,ED 59,99,340,0,1,15,20,104,0,0,3,28,1,1
AD43-3,ED 60,99,265,4,0,5,12,93,0,0,0,33,1,1
AD43-3,ED 61,99,212,1,0,15,19,102,0,0,5,41,0,0
AD43-3,ED 62,99,121,1,0,9,10,99,0,0,3,11,0,1
AD43-3,ED 63,99,149,2,0,15,7,138,0,0,1,16,0,0
AD43-3,ED 64,99,232,0,0,15,18,152,2,0,1,21,0,2
AD43-3,ED 65,99,176,0,1,13,20,134,0,0,2,4,0,1
AD43-3,ED 66,99,198,4,0,10,21,143,1,1,1,22,0,0
AD43-3,ED 67,99,228,1,0,7,8,136,2,0,2,17,0,1
AD43-3,ED 68,99,42,0,0,10,9,56,0,0,0,1,0,0
AD44-3,ED 1,99,356,1,1,13,17,33,1,3,1,83,0,0
AD44-3,ED 2,99,288,8,0,2,11,87,0,2,0,109,3,0
AD44-3,ED 3,99,77,0,0,7,2,20,1,0,1,54,0,0
AD44-3,ED 4,99,266,1,1,6,12,54,1,7,0,97,1,0
AD44-3,ED 5,99,124,2,0,2,2,22,0,1,1,57,0,0
AD44-3,ED 6,99,280,3,0,9,16,58,2,4,1,132,0,0
AD44-3,ED 7,99,351,10,2,14,17,79,0,7,1,235,0,1
AD44-3,ED 8,99,362,5,1,19,19,53,0,7,2,131,0,0
AD44-3,ED 9,99,330,1,0,18,15,58,1,1,0,94,0,2
AD44-3,ED 10,99,253,2,0,8,7,29,0,3,1,89,1,1
AD44-3,ED 11,99,645,7,0,35,22,75,0,1,1,205,4,0
AD44-3,ED 12,99,295,1,0,15,14,51,0,3,1,108,1,0
AD44-3,ED 13,99,103,1,0,10,11,45,0,5,0,67,0,0
AD44-3,ED 14,99,271,4,0,16,20,62,1,2,0,86,0,0
AD44-3,ED 15,99,201,4,1,4,14,55,1,1,0,69,0,0
AD44-3,ED 16,99,224,7,1,14,21,78,0,4,1,154,2,0
AD44-3,ED 17,99,344,13,0,19,14,100,2,6,1,321,2,0
AD44-3,ED 18,99,284,1,0,15,11,62,1,1,1,200,3,0
AD44-3,ED 19,99,190,2,1,9,2,52,0,5,0,145,1,0
AD44-3,ED 20,99,170,3,0,5,9,58,3,2,1,72,0,1
AD44-3,ED 21,99,335,3,0,6,4,33,0,3,0,120,0,3
AD44-3,ED 22,99,268,5,0,11,16,45,3,2,1,159,0,1
AD44-3,ED 23,99,318,10,0,11,21,91,0,4,1,302,0,0
AD44-3,ED 24,99,236,6,0,9,19,120,0,6,2,202,0,0
AD44-3,ED 25,99,308,4,0,18,24,104,1,6,2,292,0,0
AD44-3,ED 26,99,259,5,0,15,8,67,0,6,1,250,0,1
AD44-3,ED 27,99,289,7,0,20,16,92,0,9,2,225,2,0
AD44-3,ED 28,99,336,4,3,16,20,74,2,2,1,236,2,1
AD44-3,ED 29,99,348,8,1,17,25,97,2,2,2,272,0,0
AD44-3,ED 30,99,304,4,0,8,24,97,0,2,2,225,1,0
AD44-3,ED 31,99,345,10,0,8,13,103,3,4,3,283,1,0
AD44-3,ED 32,99,374,9,0,9,17,77,0,4,1,229,0,1
AD44-3,ED 33,99,325,12,1,9,17,104,2,7,0,261,0,0
AD44-3,ED 34,99,208,6,0,8,12,30,0,3,0,106,2,0
AD44-3,ED 35,99,258,4,0,9,6,46,4,4,0,100,0,0
AD44-3,ED 36,99,341,12,1,13,18,104,2,4,3,277,1,0
AD44-3,ED 37,99,290,11,1,14,18,107,1,6,1,272,2,0
AD44-3,ED 38,99,297,12,0,10,23,81,1,4,0,299,2,0
AD44-3,ED 39,99,312,9,0,4,16,80,1,3,1,174,1,0
AD44-3,ED 40,99,177,8,0,9,18,56,0,3,1,150,0,0
AD44-3,ED 41,66.67,141,5,0,7,10,46,1,5,0,143,0,1
AD44-3,ED 42,99,62,0,0,2,4,69,1,2,0,7,0,0
AD44-3,ED 43,99,242,7,0,5,6,63,1,2,2,131,2,1
AD44-3,ED 44,99,164,2,1,1,3,36,0,1,0,44,0,1
AD44-3,ED 45,66.67,187,8,0,6,8,42,0,5,0,123,2,1
AD44-3,ED 46,66.67,216,5,1,9,12,50,1,2,0,110,0,0
AD44-3,ED 47,99,238,3,0,0,7,31,1,1,0,31,0,0
AD44-3,ED 48,99,199,1,0,1,4,102,0,1,0,25,0,0
AD44-3,ED 49,99,24,0,1,0,0,107,0,1,0,3,0,0
AD44-3,ED 50,99,13,0,0,1,2,101,0,5,0,3,1,1
AD44-3,ED 51,99,6,2,0,0,7,130,0,3,0,0,1,0
AD44-3,ED 52,99,18,0,0,0,2,16,0,0,0,2,0,0
