AD,election_district,pct_reported,zohran_kwame_mamdani,scott_m_stringer,selma_k_bartholomew,zellnor_myrie,adrienne_e_adams,andrew_m_cuomo,jessica_ramos,whitney_r_tilson,michael_blake,brad_lander,paperboy_love_prince,write_in
AD27-4,ED 44,99,35,5,0,1,2,67,0,6,0,8,0,0
AD27-4,ED 45,99,40,3,0,0,5,82,0,1,0,10,3,0
AD27-4,ED 46,99,3,0,0,0,0,7,0,0,0,2,0,0
AD27-4,ED 47,99,36,2,0,2,1,25,0,2,2,2,0,0
AD27-4,ED 48,99,73,3,1,0,8,66,1,2,2,11,1,0
AD27-4,ED 49,99,71,3,0,0,3,71,1,1,0,13,0,1
AD27-4,ED 50,99,53,0,0,2,6,60,0,0,1,6,2,0
AD27-4,ED 51,99,43,3,0,1,6,96,0,0,0,11,1,0
AD27-4,ED 52,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 53,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 54,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 55,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 56,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 57,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 58,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 59,50,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 60,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 61,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 62,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 63,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 64,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 65,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 66,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 67,99,0,0,0,0,0,0,0,0,0,0,0,0
AD27-4,ED 68,99,0,0,0,0,0,0,0,0,0,0,0,0
AD28-4,ED 1,99,63,1,1,2,0,28,0,1,0,3,0,1
AD28-4,ED 2,99,175,10,0,1,22,167,4,6,2,49,2,0
AD28-4,ED 3,99,145,10,0,4,16,143,3,4,2,49,2,0
AD28-4,ED 4,99,170,11,0,0,12,118,3,4,0,43,0,0
AD28-4,ED 5,99,19,2,0,0,0,23,0,0,0,4,0,0
AD28-4,ED 6,99,27,1,0,1,1,63,0,4,0,2,1,0
AD28-4,ED 7,99,122,4,0,2,7,168,1,0,0,27,0,0
AD28-4,ED 8,99,131,2,0,1,16,90,0,4,0,32,1,0
AD28-4,ED 9,99,143,8,1,2,8,126,0,3,0,18,0,1
AD28-4,ED 10,75,27,0,0,0,1,40,1,1,0,8,0,0
AD28-4,ED 11,99,53,2,0,0,5,49,1,3,0,19,1,2
AD28-4,ED 12,99,47,1,0,0,3,61,0,2,0,2,2,0
AD28-4,ED 13,99,37,2,0,1,2,29,0,1,1,6,0,0
AD28-4,ED 14,99,71,1,0,1,4,54,0,1,0,9,2,0
AD28-4,ED 15,99,65,8,0,0,3,70,1,2,2,8,1,0
AD28-4,ED 16,99,0,0,0,0,0,2,0,0,0,0,0,0
AD28-4,ED 17,99,2,0,0,0,0,5,0,0,0,0,0,0
AD28-4,ED 18,99,17,2,0,0,3,34,0,0,0,4,1,0
AD28-4,ED 19,99,141,0,0,1,2,27,1,0,0,17,0,0
AD28-4,ED 20,99,243,3,0,1,9,48,1,1,1,16,1,0
AD28-4,ED 21,99,33,3,0,0,1,13,2,0,1,4,0,0
AD28-4,ED 22,99,55,11,1,1,2,80,1,1,1,7,0,1
AD28-4,ED 23,99,46,2,0,0,2,57,0,3,0,4,0,1
AD28-4,ED 24,99,76,9,0,1,3,128,0,2,1,15,0,0
AD28-4,ED 25,99,74,9,0,1,9,132,2,9,0,26,1,2
AD28-4,ED 26,99,80,3,2,1,5,96,5,2,0,20,0,1
AD28-4,ED 27,99,40,1,0,0,2,52,0,2,0,6,1,0
AD28-4,ED 28,99,63,2,0,0,6,57,1,1,0,10,0,0
AD28-4,ED 29,99,100,12,0,1,22,155,3,9,0,70,0,0
AD28-4,ED 30,99,155,18,0,8,12,197,3,8,0,117,0,0
AD28-4,ED 31,99,176,11,0,5,26,135,1,4,4,48,0,0
AD28-4,ED 32,99,194,14,1,7,19,164,2,5,1,85,1,0
AD28-4,ED 33,99,129,10,1,0,12,85,1,6,0,32,0,0
AD28-4,ED 34,99,103,8,1,1,12,107,1,2,0,30,0,0
AD28-4,ED 35,99,166,16,0,7,16,238,6,8,1,79,0,1
AD28-4,ED 36,99,38,0,0,0,6,65,1,2,1,28,0,0
AD28-4,ED 37,99,119,7,2,4,16,196,2,6,0,57,0,0
AD28-4,ED 38,99,129,11,0,4,13,137,2,3,1,34,0,1
AD28-4,ED 39,50,48,3,0,1,11,48,1,0,0,18,0,0
AD28-4,ED 40,50,31,6,0,0,7,62,0,3,0,17,0,0
AD28-4,ED 41,50,25,1,0,0,3,22,0,1,0,6,0,0
AD28-4,ED 42,50,2,1,0,0,0,5,0,0,0,1,0,0
AD28-4,ED 43,99,77,5,0,0,11,124,0,2,0,7,0,0
AD28-4,ED 44,99,58,2,0,0,2,92,1,1,1,4,0,0
AD28-4,ED 45,99,119,4,0,4,15,81,2,4,1,29,0,0
AD28-4,ED 46,99,97,4,0,1,6,83,2,1,1,22,0,0
AD28-4,ED 47,99,92,5,0,0,6,71,2,2,2,18,1,0
AD28-4,ED 48,99,82,2,0,0,5,79,0,0,0,10,0,0
AD28-4,ED 49,99,79,1,0,2,5,64,0,0,1,13,0,0
AD28-4,ED 50,99,165,8,0,0,13,128,1,3,0,50,1,0
AD28-4,ED 51,99,149,6,0,0,8,116,0,1,1,52,0,0
AD28-4,ED 52,99,72,16,0,3,13,114,1,4,1,46,0,0
AD28-4,ED 53,99,167,11,3,7,16,137,1,7,0,57,1,2
AD28-4,ED 54,99,104,11,2,2,14,182,4,6,1,57,2,0
AD28-4,ED 55,99,106,15,0,3,19,129,0,16,2,51,2,1
AD28-4,ED 56,99,105,6,0,2,13,90,1,8,1,40,0,0
AD28-4,ED 57,99,98,16,0,2,15,90,2,3,2,29,0,0
AD28-4,ED 58,99,99,3,1,1,5,114,4,1,2,27,0,0
AD28-4,ED 59,99,78,5,0,4,4,71,1,1,1,13,0,0
AD28-4,ED 60,99,93,5,0,0,8,99,3,2,0,17,0,0
AD28-4,ED 61,99,33,2,1,1,2,71,0,3,0,6,1,0
AD28-4,ED 62,99,120,12,3,3,20,160,4,7,1,35,1,1
AD28-4,ED 63,99,1,0,0,0,1,6,0,0,0,0,0,0
AD28-4,ED 64,99,8,0,1,1,1,11,0,0,1,9,0,0
AD28-4,ED 65,99,48,2,0,0,4,31,1,1,0,11,1,0
AD28-4,ED 66,99,46,4,0,1,1,48,4,2,0,6,0,0
AD28-4,ED 67,99,23,0,0,0,2,11,1,0,0,0,0,0
AD28-4,ED 68,99,17,1,0,0,2,14,0,2,2,2,0,0
AD28-4,ED 69,99,27,1,0,0,2,34,0,2,0,18,2,0
AD28-4,ED 70,99,0,1,0,0,0,3,0,0,0,0,0,0
AD28-4,ED 71,99,19,2,0,0,1,12,0,3,0,9,0,0
AD28-4,ED 72,99,100,5,0,7,10,87,3,1,0,26,0,1
AD28-4,ED 73,99,0,0,0,0,0,0,0,0,0,0,0,0
AD28-4,ED 74,99,0,0,0,0,0,0,0,0,0,0,0,0
AD28-4,ED 75,99,0,0,0,0,0,0,0,0,0,0,0,0
AD29-4,ED 1,99,58,2,0,2,34,197,1,0,2,3,0,1
AD29-4,ED 2,99,72,0,0,2,16,169,0,0,1,4,0,0
AD29-4,ED 3,99,61,0,0,2,23,162,0,1,3,4,0,0
AD29-4,ED 4,99,68,0,0,0,19,176,0,1,0,0,0,0
AD29-4,ED 5,99,69,1,0,2,25,162,0,0,2,5,0,0
AD29-4,ED 6,99,49,3,0,1,28,170,0,2,3,2,0,1
AD29-4,ED 7,99,51,2,0,0,15,107,0,0,0,1,0,0
AD29-4,ED 8,99,38,2,0,0,21,127,0,0,1,4,0,1
AD29-4,ED 9,99,41,1,0,2,21,111,0,1,4,4,0,0
AD29-4,ED 10,85.71,67,1,0,3,63,197,1,1,1,8,0,1
AD29-4,ED 11,99,69,3,1,0,52,238,3,0,2,1,0,0
AD29-4,ED 12,88.89,52,3,0,3,37,169,0,0,0,2,0,1
AD29-4,ED 13,88.89,46,1,0,2,58,170,1,0,0,5,0,0
AD29-4,ED 14,85.71,38,3,1,1,25,143,1,0,1,0,0,12
AD29-4,ED 15,85.71,7,0,0,0,4,19,0,0,0,0,0,0
AD29-4,ED 16,99,21,0,0,0,4,38,0,0,0,1,0,0
AD29-4,ED 17,85.71,25,1,1,0,14,91,0,0,1,1,0,1
AD29-4,ED 18,88.89,37,4,0,1,48,175,0,0,4,7,0,0
AD29-4,ED 19,88.89,66,9,0,1,50,174,0,0,2,9,0,0
AD29-4,ED 20,99,40,4,0,1,24,147,0,0,1,4,1,1
AD29-4,ED 21,99,50,4,0,0,35,185,0,0,2,3,0,0
AD29-4,ED 22,99,65,2,0,1,35,170,1,0,7,2,0,3
AD29-4,ED 23,99,61,4,0,1,68,201,2,0,2,9,0,0
AD29-4,ED 24,85.71,4,0,0,1,10,16,0,0,0,1,0,0
AD29-4,ED 25,99,57,4,0,3,34,142,0,0,1,5,0,1
AD29-4,ED 26,99,10,0,0,0,11,21,0,0,0,0,0,0
AD29-4,ED 27,85.71,62,5,0,1,42,156,0,0,0,1,0,0
AD29-4,ED 28,85.71,65,2,0,2,40,176,0,0,0,5,0,0
AD29-4,ED 29,99,32,1,0,1,31,116,0,0,1,5,0,0
AD29-4,ED 30,99,45,3,0,2,34,119,0,0,4,1,1,0
AD29-4,ED 31,85.71,32,1,1,1,26,95,1,0,5,0,0,0
AD29-4,ED 32,85.71,23,2,0,0,18,92,0,0,2,3,0,0
AD29-4,ED 33,99,23,0,0,1,37,95,0,1,1,3,0,0
AD29-4,ED 34,99,90,5,0,1,67,177,0,0,3,6,1,4
AD29-4,ED 35,99,57,3,0,0,35,132,0,2,2,3,1,1
AD29-4,ED 36,99,76,2,0,3,61,142,0,0,4,8,1,0
AD29-4,ED 37,99,51,2,0,2,45,159,0,0,3,1,0,1
AD29-4,ED 38,99,62,3,0,2,24,124,0,0,1,4,0,0
AD29-4,ED 39,99,94,1,0,0,40,112,1,0,0,2,0,0
AD29-4,ED 40,99,68,4,0,3,35,126,2,0,1,5,0,1
AD29-4,ED 41,99,116,1,0,2,17,89,1,2,1,3,0,0
AD29-4,ED 42,99,12,1,1,0,4,9,0,0,0,0,0,0
AD29-4,ED 43,99,158,0,0,1,24,86,0,0,2,2,0,0
AD29-4,ED 44,99,166,2,0,2,5,61,4,2,0,2,0,0
AD29-4,ED 45,99,171,1,2,1,10,79,1,0,0,3,1,1
AD29-4,ED 46,99,56,2,0,0,7,29,1,0,0,0,0,0
AD29-4,ED 47,99,43,0,0,1,3,11,0,1,0,1,0,0
AD29-4,ED 48,99,111,2,1,0,3,50,1,0,0,2,0,0
AD29-4,ED 49,83.33,37,0,0,0,4,15,0,0,0,0,0,0
AD29-4,ED 50,99,192,3,1,1,18,183,3,1,2,10,1,1
AD29-4,ED 51,83.33,151,1,1,1,16,87,1,0,1,2,0,0
AD29-4,ED 52,99,88,0,0,0,4,34,0,0,0,4,0,0
AD29-4,ED 53,83.33,133,2,0,0,2,21,0,0,0,0,0,0
AD29-4,ED 54,99,84,0,0,0,4,33,0,1,0,2,0,0
AD29-4,ED 55,99,95,1,0,1,3,38,0,0,0,3,0,0
AD29-4,ED 56,99,49,0,0,0,16,99,1,0,0,2,0,0
AD29-4,ED 57,99,45,0,0,0,14,62,0,0,1,2,0,1
AD29-4,ED 58,99,132,0,1,0,13,99,1,0,0,4,0,0
AD29-4,ED 59,99,50,0,0,0,3,30,0,0,0,0,0,0
AD29-4,ED 60,87.5,82,0,1,0,7,76,0,0,0,4,0,0
AD29-4,ED 61,99,4,0,0,0,4,5,0,0,0,0,0,0
AD29-4,ED 62,85.71,0,0,0,0,1,0,0,0,0,0,0,0
AD29-4,ED 63,99,106,0,0,0,3,38,3,0,1,1,0,0
AD29-4,ED 64,99,6,1,0,0,0,21,0,0,1,0,0,0
AD29-4,ED 65,99,79,0,0,0,6,42,1,0,0,1,1,0
AD29-4,ED 66,99,56,1,1,0,28,148,2,2,0,3,1,0
AD30-4,ED 1,99,54,4,0,0,4,86,3,5,0,7,0,0
AD30-4,ED 2,83.33,13,0,0,0,0,11,0,0,0,3,0,0
AD30-4,ED 3,99,51,0,0,1,4,21,0,1,0,3,0,0
AD30-4,ED 4,99,142,3,0,0,4,41,2,1,0,12,2,1
AD30-4,ED 5,99,67,3,1,1,4,66,1,4,1,7,1,0
AD30-4,ED 6,99,78,2,2,1,9,45,1,0,0,8,0,1
AD30-4,ED 7,99,41,1,1,0,1,39,1,0,0,6,0,1
AD30-4,ED 8,99,114,4,1,0,4,88,1,0,0,13,2,1
AD30-4,ED 9,99,71,1,1,1,3,42,0,0,0,0,0,0
AD30-4,ED 10,99,79,4,3,0,4,101,3,1,1,12,0,3
AD30-4,ED 11,99,87,1,0,2,4,57,1,0,0,9,1,0
AD30-4,ED 12,99,47,0,0,0,2,34,0,0,0,4,0,0
AD30-4,ED 13,99,210,4,1,2,11,160,0,4,1,19,0,1
AD30-4,ED 14,99,22,1,0,0,0,11,0,0,0,4,0,0
AD30-4,ED 15,99,121,0,0,0,2,29,0,3,0,3,0,0
AD30-4,ED 16,99,149,4,0,1,1,67,1,3,2,5,1,0
AD30-4,ED 17,99,39,0,0,0,0,27,0,0,0,0,0,1
AD30-4,ED 18,99,59,0,0,0,0,4,0,0,0,3,1,1
AD30-4,ED 19,99,152,2,0,1,4,36,1,0,1,12,0,0
AD30-4,ED 20,62.5,59,2,0,0,0,22,1,0,1,13,1,0
AD30-4,ED 21,87.5,189,4,0,2,4,96,3,1,0,26,0,0
AD30-4,ED 22,87.5,239,4,0,3,7,75,0,2,2,16,0,0
AD30-4,ED 23,87.5,158,3,1,1,3,51,0,0,0,2,1,0
AD30-4,ED 24,99,144,0,0,0,3,52,3,1,1,4,0,0
AD30-4,ED 25,99,195,3,0,0,2,64,4,1,1,12,0,0
AD30-4,ED 26,99,0,0,0,0,0,2,0,0,0,0,0,0
AD30-4,ED 27,99,97,5,0,0,1,67,1,0,0,10,0,0
AD30-4,ED 28,99,43,1,0,0,0,26,1,0,0,2,1,0
AD30-4,ED 29,99,1,0,0,0,0,4,0,0,0,3,0,0
AD30-4,ED 30,99,125,2,0,0,1,92,1,0,2,8,0,0
AD30-4,ED 31,99,105,2,0,0,2,105,0,1,0,6,1,0
AD30-4,ED 32,99,6,0,0,0,0,6,0,0,0,0,0,0
AD30-4,ED 33,99,86,2,0,2,3,71,1,0,0,3,0,0
AD30-4,ED 34,99,46,0,0,0,4,38,2,1,0,8,0,1
AD30-4,ED 35,99,112,2,0,1,1,103,0,1,1,5,0,0
AD30-4,ED 36,99,117,5,1,3,7,97,4,2,0,14,0,1
AD30-4,ED 37,99,117,2,0,1,7,36,1,0,0,7,0,0
AD30-4,ED 38,99,108,2,1,2,3,51,1,1,0,3,0,0
AD30-4,ED 39,99,115,2,0,1,4,61,3,1,0,9,0,0
AD30-4,ED 40,99,110,1,0,0,0,58,2,0,1,8,0,1
AD30-4,ED 41,99,133,1,0,0,4,54,2,0,0,12,2,2
AD30-4,ED 42,99,160,2,0,0,1,32,2,0,1,8,0,0
AD30-4,ED 43,99,93,4,0,1,2,29,4,0,0,21,2,0
AD30-4,ED 44,99,41,0,0,0,1,13,1,0,1,0,0,0
AD30-4,ED 45,99,209,0,1,5,4,52,3,4,0,18,2,2
AD30-4,ED 46,99,230,1,1,1,2,60,4,1,0,7,0,0
AD30-4,ED 47,99,142,2,0,4,3,50,2,1,0,28,0,1
AD30-4,ED 48,99,90,2,0,0,0,30,2,3,1,5,0,0
AD30-4,ED 49,87.5,207,5,1,1,6,74,0,3,0,18,1,0
AD30-4,ED 50,99,110,3,0,1,3,66,1,0,0,3,0,0
AD30-4,ED 51,99,160,2,1,1,2,55,5,3,0,4,0,0
AD30-4,ED 52,83.33,89,1,1,0,1,27,1,0,0,9,1,0
AD30-4,ED 53,99,90,1,0,2,2,51,1,0,0,10,1,0
AD30-4,ED 54,99,75,2,0,1,4,29,3,1,0,4,0,0
AD30-4,ED 55,99,118,1,0,0,1,30,0,1,1,9,1,0
AD30-4,ED 56,99,127,3,0,0,6,57,1,1,0,9,0,0
AD30-4,ED 57,99,0,0,0,0,0,0,0,0,0,0,0,0
AD30-4,ED 58,99,0,0,0,0,0,0,0,0,0,0,0,0
AD30-4,ED 59,99,0,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 1,99,42,1,0,2,21,166,1,0,1,4,0,0
AD31-4,ED 2,99,40,3,1,0,9,113,4,0,0,0,0,0
AD31-4,ED 3,99,36,1,0,2,10,89,0,0,3,1,2,1
AD31-4,ED 4,99,26,3,1,2,23,84,1,0,2,4,0,3
AD31-4,ED 5,99,39,0,1,1,14,95,1,0,0,4,0,0
AD31-4,ED 6,99,23,0,0,0,16,82,1,0,0,0,1,0
AD31-4,ED 7,99,33,0,1,0,8,42,0,0,2,1,0,1
AD31-4,ED 8,60,9,0,0,0,2,20,0,0,0,2,0,0
AD31-4,ED 9,99,34,2,0,0,11,57,1,0,0,1,0,0
AD31-4,ED 10,99,25,0,1,0,7,69,0,0,0,1,1,0
AD31-4,ED 11,99,38,1,0,0,14,74,0,0,0,0,0,0
AD31-4,ED 12,99,42,1,1,0,24,153,3,1,0,10,0,1
AD31-4,ED 13,99,23,2,0,3,15,47,0,0,0,4,0,0
AD31-4,ED 14,99,43,2,2,1,22,112,0,1,2,4,1,1
AD31-4,ED 15,99,87,1,0,0,27,135,0,0,1,10,0,0
AD31-4,ED 16,60,33,2,0,2,10,52,0,0,2,3,0,1
AD31-4,ED 17,99,1,0,0,0,0,2,0,0,0,1,0,0
AD31-4,ED 18,99,16,0,1,0,5,46,2,0,0,1,0,0
AD31-4,ED 19,83.33,7,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 20,99,92,3,0,2,21,127,0,0,0,4,0,0
AD31-4,ED 21,99,99,1,0,2,6,83,2,2,0,2,0,0
AD31-4,ED 22,99,42,1,0,1,19,128,0,0,1,2,0,0
AD31-4,ED 23,99,57,3,1,1,30,130,1,1,1,3,0,0
AD31-4,ED 24,99,16,2,0,0,8,37,0,0,1,1,0,0
AD31-4,ED 25,99,55,2,0,0,24,148,0,0,1,7,0,0
AD31-4,ED 26,99,53,1,0,0,29,141,1,1,1,3,0,0
AD31-4,ED 27,99,63,5,0,0,40,165,2,0,0,5,0,0
AD31-4,ED 28,99,34,2,0,1,19,123,0,1,0,3,0,0
AD31-4,ED 29,99,36,3,1,4,23,110,0,0,0,6,1,2
AD31-4,ED 30,99,21,0,0,3,12,75,0,0,0,3,0,2
AD31-4,ED 31,85.71,12,0,0,1,8,72,2,0,0,1,0,0
AD31-4,ED 32,99,51,1,0,1,25,153,1,1,1,3,0,1
AD31-4,ED 33,99,32,0,0,0,6,37,0,0,0,1,0,0
AD31-4,ED 34,99,48,1,2,1,37,127,0,0,1,1,1,0
AD31-4,ED 35,99,38,1,1,0,27,108,0,0,0,4,0,0
AD31-4,ED 36,99,6,1,0,0,8,22,0,0,1,0,0,0
AD31-4,ED 37,99,66,0,0,3,36,92,0,0,0,3,0,1
AD31-4,ED 38,99,37,1,0,2,16,58,1,0,1,2,0,1
AD31-4,ED 39,99,50,0,0,0,13,57,0,0,0,2,0,0
AD31-4,ED 40,99,117,0,0,0,5,66,1,1,0,4,0,0
AD31-4,ED 41,99,63,2,0,1,23,75,2,0,1,2,0,0
AD31-4,ED 42,99,20,0,0,1,1,35,0,0,1,2,0,0
AD31-4,ED 43,99,76,1,0,0,8,75,1,0,2,0,0,0
AD31-4,ED 44,99,53,0,0,1,8,72,1,0,0,0,0,0
AD31-4,ED 45,99,79,2,0,0,5,66,1,0,1,3,0,1
AD31-4,ED 46,99,67,0,0,2,13,58,0,0,0,4,0,0
AD31-4,ED 47,99,32,1,0,0,1,29,2,0,0,3,0,0
AD31-4,ED 48,99,35,1,0,0,3,46,0,0,0,1,0,2
AD31-4,ED 49,99,10,0,0,0,1,16,0,0,0,0,0,0
AD31-4,ED 50,99,62,1,0,0,4,81,1,0,0,1,0,1
AD31-4,ED 51,99,68,2,0,0,3,65,0,0,1,0,0,0
AD31-4,ED 52,99,47,2,1,0,3,65,0,0,0,4,0,1
AD31-4,ED 53,99,55,0,0,0,1,47,1,0,0,1,0,0
AD31-4,ED 54,99,59,3,0,3,21,110,1,0,0,3,1,0
AD31-4,ED 55,99,56,0,0,0,18,82,1,0,0,2,0,0
AD31-4,ED 56,99,66,2,0,0,21,87,1,0,1,0,0,0
AD31-4,ED 57,99,90,1,1,0,0,99,0,2,2,5,0,3
AD31-4,ED 58,99,0,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 59,85.71,0,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 60,99,0,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 61,99,0,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 62,99,0,0,0,0,0,0,0,0,0,0,0,0
AD31-4,ED 63,99,0,0,0,0,0,0,0,0,0,0,0,0
AD32-4,ED 1,99,12,0,0,0,1,9,0,0,0,0,0,0
AD32-4,ED 2,85.71,6,1,0,0,3,7,0,0,0,1,0,0
AD32-4,ED 3,42.86,27,1,0,0,4,26,1,0,1,1,0,0
AD32-4,ED 4,42.86,31,0,0,0,2,5,0,0,0,1,0,0
AD32-4,ED 5,42.86,32,0,0,1,8,16,0,0,0,1,0,0
AD32-4,ED 6,99,17,0,0,0,0,0,0,0,0,0,0,0
AD32-4,ED 7,42.86,30,3,0,1,7,41,0,0,0,0,0,0
AD32-4,ED 8,99,125,1,0,2,3,63,0,0,0,1,0,1
AD32-4,ED 9,42.86,29,0,0,0,4,19,0,1,0,3,0,0
AD32-4,ED 10,99,82,0,0,0,3,25,0,0,0,0,0,1
AD32-4,ED 11,50,1,0,0,0,1,3,0,0,0,0,0,0
AD32-4,ED 12,85.71,58,0,0,2,14,36,1,0,0,1,1,0
AD32-4,ED 13,99,3,1,0,0,2,4,0,0,0,1,0,0
AD32-4,ED 14,42.86,6,0,0,0,0,5,0,0,0,2,0,0
AD32-4,ED 15,85.71,60,1,0,0,6,44,2,0,0,1,0,0
AD32-4,ED 16,99,11,1,0,0,3,26,0,0,0,0,0,0
AD32-4,ED 17,85.71,65,2,1,2,17,52,0,0,2,5,0,0
AD32-4,ED 18,85.71,21,0,0,0,5,29,0,0,0,0,0,0
AD32-4,ED 19,85.71,41,2,0,1,16,56,0,0,2,2,0,0
AD32-4,ED 20,42.86,3,0,0,0,8,20,1,0,0,0,0,0
AD32-4,ED 21,99,93,0,0,0,28,98,0,1,2,0,0,0
AD32-4,ED 22,42.86,9,1,0,3,10,24,0,0,0,1,0,0
AD32-4,ED 23,42.86,7,2,0,0,15,27,0,0,1,0,0,0
AD32-4,ED 24,99,38,1,0,2,36,90,2,0,1,0,0,1
AD32-4,ED 25,99,56,1,0,0,18,88,0,0,4,1,2,1
AD32-4,ED 26,99,65,3,0,2,19,111,2,0,0,2,1,0
AD32-4,ED 27,99,47,2,0,0,32,124,0,0,0,3,0,0
AD32-4,ED 28,99,59,0,2,2,40,97,0,0,4,0,1,2
AD32-4,ED 29,99,29,2,1,0,17,57,0,0,1,1,0,1
AD32-4,ED 30,42.86,9,1,0,2,12,32,0,0,0,0,0,0
AD32-4,ED 31,42.86,14,0,0,0,13,34,0,0,0,1,0,0
AD32-4,ED 32,50,5,0,0,0,19,48,0,1,0,7,0,0
AD32-4,ED 33,50,6,0,0,0,5,8,0,0,0,0,0,0
AD32-4,ED 34,50,15,1,0,0,20,40,0,0,0,0,0,0
AD32-4,ED 35,99,37,1,0,1,18,54,1,0,1,0,0,0
AD32-4,ED 36,50,14,3,0,0,15,46,0,0,1,0,1,0
AD32-4,ED 37,99,97,1,1,2,35,153,0,0,1,0,1,0
AD32-4,ED 38,99,104,4,0,1,35,91,1,0,0,3,0,0
AD32-4,ED 39,99,48,1,2,0,37,117,1,0,1,1,0,0
AD32-4,ED 40,99,37,1,1,0,37,88,1,0,0,2,0,0
AD32-4,ED 41,99,30,1,1,0,13,71,1,0,0,0,0,0
AD32-4,ED 42,99,56,2,1,1,31,82,0,0,0,3,0,0
AD32-4,ED 43,99,110,0,0,0,41,109,0,0,0,2,0,0
AD32-4,ED 44,99,26,1,0,0,21,78,1,0,1,0,0,0
AD32-4,ED 45,99,70,0,0,1,17,56,0,0,0,2,0,1
AD32-4,ED 46,99,41,1,0,1,37,109,0,1,3,2,0,0
AD32-4,ED 47,99,42,4,0,0,40,137,0,0,0,0,0,0
AD32-4,ED 48,99,53,0,0,2,28,143,1,0,3,2,0,0
AD32-4,ED 49,99,24,0,0,0,24,103,0,0,1,2,0,0
AD32-4,ED 50,99,68,3,0,1,44,168,2,1,2,2,0,0
AD32-4,ED 51,99,60,2,5,1,40,162,2,0,3,3,1,0
AD32-4,ED 52,99,44,0,0,0,30,81,0,0,1,5,0,0
AD32-4,ED 53,99,57,3,1,1,106,258,1,0,3,7,0,1
AD32-4,ED 54,99,44,7,0,1,101,243,0,0,2,5,1,0
AD32-4,ED 55,99,28,3,0,1,75,160,0,0,1,4,0,0
AD32-4,ED 56,99,30,2,0,3,77,166,0,0,2,0,2,1
AD32-4,ED 57,99,37,5,0,0,79,168,1,0,0,2,0,0
AD32-4,ED 58,99,39,2,0,1,58,159,0,0,0,4,0,1
AD32-4,ED 59,99,29,7,1,1,61,156,3,0,0,3,0,0
AD32-4,ED 60,99,40,4,1,0,85,175,0,0,1,2,0,2
AD32-4,ED 61,99,32,3,0,2,77,169,2,0,1,4,1,2
AD32-4,ED 62,99,42,2,0,1,34,107,0,0,5,1,0,0
AD32-4,ED 63,99,36,1,1,1,19,118,0,0,0,2,0,0
AD32-4,ED 64,99,41,3,0,0,41,114,2,1,1,0,1,2
AD32-4,ED 65,99,39,1,1,0,42,125,0,0,0,2,1,0
AD32-4,ED 66,99,11,1,0,0,9,32,0,0,0,0,0,0
AD32-4,ED 67,99,41,2,0,0,31,90,0,0,1,2,0,1
AD32-4,ED 68,85.71,0,0,0,0,0,0,0,0,0,0,0,0
AD33-4,ED 1,99,137,5,0,0,10,90,1,2,0,8,0,2
AD33-4,ED 2,99,158,4,0,0,7,83,0,3,1,12,1,0
AD33-4,ED 3,99,174,2,0,0,7,98,0,3,1,12,0,1
AD33-4,ED 4,99,106,11,1,2,7,83,1,3,0,15,1,0
AD33-4,ED 5,99,146,5,0,0,13,80,0,3,0,7,4,0
AD33-4,ED 6,99,147,4,1,1,4,85,3,0,2,17,0,0
AD33-4,ED 7,99,97,7,2,1,3,86,1,1,0,11,0,0
AD33-4,ED 8,99,142,2,0,0,8,87,0,2,0,9,1,0
AD33-4,ED 9,99,136,2,0,3,3,62,0,0,2,4,0,0
AD33-4,ED 10,99,139,2,1,0,11,101,2,1,0,5,0,0
AD33-4,ED 11,99,66,1,0,1,6,48,2,0,0,5,1,0
AD33-4,ED 12,99,88,3,0,2,5,96,0,1,0,3,0,0
AD33-4,ED 13,99,18,0,0,0,3,9,0,0,0,0,0,0
AD33-4,ED 14,99,86,2,0,0,4,78,1,0,0,3,0,2
AD33-4,ED 15,99,132,2,0,0,5,76,0,0,1,3,0,1
AD33-4,ED 16,99,155,1,0,2,4,87,2,0,0,4,0,0
